brand,model,year,damage_class,severity,price_tnd
Peugeot,208,2020,runningboard-dent,moderate,364.2
Kia,Rio,2023,fender-dent,moderate,569.0
Renault,Megane,2021,signlight-damage,severe,227.48
Renault,Captur,2021,rear-windscreen-damage,light,242.65
Hyundai,i30,2021,headlight-damage,severe,478.91
Ford,Focus,2024,front-bumper-dent,moderate,701.04
Volkswagen,Tiguan,2026,front-bumper-dent,severe,1020.94
Volkswagen,Tiguan,2025,runningboard-dent,light,248.7
BMW,Serie 3,2017,fender-dent,light,667.45
Ford,Fiesta,2017,rear-bumper-dent,severe,1112.41
Ford,Kuga,2017,fender-dent,moderate,679.81
Kia,Ceed,2016,fender-dent,moderate,626.17
Renault,Clio,2019,roof-dent,moderate,909.35
Kia,Sportage,2017,taillight-damage,moderate,280.91
BMW,X5,2023,front-bumper-dent,severe,1745.8
Renault,Clio,2021,roof-dent,light,530.79
Kia,Sportage,2020,runningboard-dent,severe,606.99
Volkswagen,Polo,2022,fender-dent,light,380.93
Toyota,Yaris,2016,front-windscreen-damage,light,307.39
Mercedes,Classe C,2024,pillar-dent,severe,1529.55
Ford,Fiesta,2021,headlight-damage,severe,526.8
Renault,Clio,2024,front-bumper-dent,light,363.27
Ford,Kuga,2022,pillar-dent,light,346.3
Ford,Fiesta,2018,fender-dent,moderate,670.82
Mercedes,Classe C,2021,bonnet-dent,light,957.82
Renault,Clio,2017,quarterpanel-dent,light,416.31
Kia,Rio,2026,doorouter-dent,moderate,693.0
Volkswagen,Tiguan,2018,signlight-damage,light,109.77
BMW,Serie 3,2016,front-bumper-dent,light,768.49
Ford,Focus,2016,doorouter-dent,severe,1314.97
Kia,Rio,2025,front-bumper-dent,light,376.82
Mercedes,Classe C,2026,fender-dent,moderate,1089.0
Mercedes,Classe A,2026,runningboard-dent,light,445.5
Volkswagen,Golf,2024,pillar-dent,light,336.5
Renault,Megane,2026,front-windscreen-damage,moderate,423.22
BMW,Serie 3,2026,front-windscreen-damage,severe,1202.85
Ford,Focus,2017,rear-bumper-dent,severe,1112.41
BMW,Serie 3,2018,sidemirror-damage,moderate,449.06
Mercedes,Classe A,2017,rear-bumper-dent,moderate,1348.38
Audi,A4,2017,rear-bumper-dent,light,647.22
Renault,Clio,2023,fender-dent,light,324.33
Audi,Q5,2022,front-bumper-dent,moderate,1049.4
Hyundai,i20,2018,sidemirror-damage,light,149.69
Mercedes,GLC,2025,fender-dent,severe,1658.0
Toyota,Corolla,2021,signlight-damage,moderate,159.64
Ford,Kuga,2024,front-windscreen-damage,light,302.85
Kia,Ceed,2020,runningboard-dent,light,242.8
Audi,Q5,2016,bonnet-dent,light,819.72
Kia,Ceed,2018,taillight-damage,moderate,277.2
BMW,Serie 3,2016,signlight-damage,light,184.44
Audi,A3,2018,sidemirror-damage,moderate,399.17
Hyundai,i20,2017,signlight-damage,severe,252.82
Kia,Ceed,2020,rear-bumper-dent,severe,971.19
Hyundai,i30,2024,front-bumper-dent,light,382.39
Volkswagen,Golf,2019,fender-dent,severe,992.76
Volkswagen,Polo,2017,doorouter-dent,severe,1297.82
Volkswagen,Golf,2019,quarterpanel-dent,moderate,782.17
Renault,Megane,2022,doorouter-dent,severe,1046.78
Volkswagen,Polo,2025,rear-windscreen-damage,severe,663.2
Renault,Megane,2019,doorouter-dent,moderate,727.48
Peugeot,3008,2017,rear-bumper-dent,light,364.06
Toyota,RAV4,2020,doorouter-dent,moderate,755.37
Volkswagen,Tiguan,2026,bonnet-dent,moderate,816.75
Renault,Clio,2017,headlight-damage,moderate,320.24
Renault,Clio,2021,taillight-damage,light,151.66
Audi,Q5,2021,signlight-damage,light,153.25
Peugeot,208,2016,signlight-damage,severe,230.55
Toyota,RAV4,2021,taillight-damage,moderate,266.06
Ford,Fiesta,2019,bonnet-dent,light,541.51
Renault,Megane,2025,taillight-damage,severe,357.98
Audi,A3,2024,sidemirror-damage,severe,550.64
Ford,Kuga,2017,doorouter-dent,severe,1297.82
Renault,Captur,2022,signlight-damage,moderate,149.54
Audi,A3,2016,roof-dent,moderate,1593.9
Hyundai,i20,2020,front-bumper-dent,light,404.66
BMW,X5,2018,doorouter-dent,moderate,1397.09
Ford,Fiesta,2019,doorouter-dent,light,505.4
Volkswagen,Golf,2026,roof-dent,severe,1429.31
Toyota,Yaris,2020,headlight-damage,moderate,323.73
Toyota,RAV4,2024,front-windscreen-damage,moderate,458.86
Toyota,Corolla,2023,rear-windscreen-damage,moderate,413.82
Volkswagen,Polo,2021,roof-dent,moderate,1024.34
Renault,Clio,2024,roof-dent,moderate,847.63
Hyundai,Tucson,2016,front-bumper-dent,moderate,711.56
Hyundai,i30,2026,runningboard-dent,light,222.75
Peugeot,3008,2017,front-windscreen-damage,light,273.05
Toyota,Corolla,2018,rear-windscreen-damage,moderate,443.52
Renault,Clio,2018,rear-windscreen-damage,light,252.81
Peugeot,3008,2016,runningboard-dent,severe,576.37
Toyota,Yaris,2016,rear-windscreen-damage,light,273.24
Volkswagen,Golf,2020,signlight-damage,severe,267.08
Ford,Fiesta,2020,quarterpanel-dent,light,462.93
Mercedes,GLC,2023,rear-windscreen-damage,light,496.58
Peugeot,208,2025,runningboard-dent,moderate,339.14
Hyundai,Tucson,2017,bonnet-dent,severe,1264.11
Audi,Q5,2023,fender-dent,moderate,910.4
Volkswagen,Polo,2023,taillight-damage,light,170.7
Volkswagen,Polo,2017,signlight-damage,severe,278.1
Audi,Q5,2026,quarterpanel-dent,light,617.76
BMW,Serie 3,2023,front-windscreen-damage,light,502.79
Toyota,RAV4,2019,rear-bumper-dent,moderate,656.37
Audi,A4,2017,signlight-damage,light,161.81
Ford,Kuga,2024,pillar-dent,moderate,560.84
Volkswagen,Tiguan,2023,fender-dent,light,375.54
Kia,Rio,2018,taillight-damage,moderate,277.2
Renault,Megane,2025,bonnet-dent,light,429.57
Renault,Clio,2017,sidemirror-damage,moderate,240.18
Mercedes,GLC,2020,pillar-dent,severe,1618.65
BMW,Serie 3,2023,runningboard-dent,light,418.99
BMW,Serie 3,2016,runningboard-dent,moderate,768.49
Mercedes,Classe C,2016,rear-bumper-dent,severe,2049.3
Kia,Sportage,2021,sidemirror-damage,light,143.67
Kia,Rio,2021,front-bumper-dent,light,399.09
Mercedes,Classe C,2024,front-bumper-dent,severe,1911.94
Peugeot,208,2023,sidemirror-damage,moderate,209.5
BMW,Serie 3,2026,front-bumper-dent,severe,1670.62
Renault,Clio,2020,taillight-damage,moderate,256.29
Mercedes,GLC,2020,bonnet-dent,severe,2427.98
Hyundai,Tucson,2022,rear-windscreen-damage,severe,629.64
Toyota,RAV4,2019,rear-windscreen-damage,light,262.55
BMW,Serie 3,2016,doorouter-dent,moderate,1434.51
Audi,A3,2024,rear-windscreen-damage,moderate,652.61
Audi,Q5,2022,front-bumper-dent,moderate,1049.4
BMW,Serie 3,2020,rear-bumper-dent,light,699.26
Mercedes,Classe A,2021,fender-dent,moderate,1170.67
Ford,Fiesta,2016,rear-windscreen-damage,light,300.56
Kia,Ceed,2025,rear-bumper-dent,severe,904.37
Volkswagen,Tiguan,2019,headlight-damage,moderate,361.0
BMW,Serie 3,2018,signlight-damage,moderate,299.38
Mercedes,Classe A,2026,rear-bumper-dent,moderate,1188.0
Peugeot,208,2018,sidemirror-damage,light,134.72
Mercedes,GLC,2016,doorouter-dent,moderate,1593.9
Hyundai,Tucson,2016,rear-bumper-dent,light,409.86
Hyundai,i20,2016,pillar-dent,light,341.55
Ford,Kuga,2020,pillar-dent,light,356.1
Kia,Ceed,2018,roof-dent,light,582.12
BMW,Serie 3,2020,roof-dent,severe,2549.37
Peugeot,308,2023,quarterpanel-dent,moderate,605.21
Kia,Sportage,2026,rear-bumper-dent,moderate,594.0
Peugeot,308,2016,pillar-dent,moderate,512.32
Volkswagen,Tiguan,2021,runningboard-dent,severe,658.5
Ford,Fiesta,2017,sidemirror-damage,severe,417.16
Kia,Ceed,2026,front-windscreen-damage,light,267.3
Renault,Clio,2026,headlight-damage,moderate,282.15
Hyundai,i20,2019,doorouter-dent,severe,1148.65
Renault,Megane,2019,quarterpanel-dent,light,405.31
Audi,A4,2026,rear-windscreen-damage,moderate,633.6
Kia,Sportage,2024,headlight-damage,moderate,305.91
Peugeot,308,2022,doorouter-dent,moderate,661.12
Volkswagen,Polo,2019,front-windscreen-damage,severe,812.26
Kia,Ceed,2021,pillar-dent,severe,798.19
BMW,X5,2023,doorouter-dent,moderate,1303.53
Volkswagen,Golf,2016,rear-bumper-dent,severe,1127.12
Mercedes,Classe C,2026,headlight-damage,severe,891.0
Volkswagen,Tiguan,2024,fender-dent,light,370.15
Volkswagen,Polo,2020,rear-windscreen-damage,moderate,474.8
Toyota,Yaris,2016,taillight-damage,moderate,284.62
Ford,Focus,2016,rear-bumper-dent,moderate,751.41
Toyota,Yaris,2021,fender-dent,light,351.2
Toyota,Yaris,2018,signlight-damage,moderate,166.32
Kia,Ceed,2024,headlight-damage,light,183.55
Volkswagen,Golf,2019,front-bumper-dent,severe,1128.14
BMW,X5,2019,front-windscreen-damage,moderate,886.1
Peugeot,208,2026,fender-dent,moderate,490.05
Renault,Megane,2017,runningboard-dent,moderate,400.3
Volkswagen,Tiguan,2020,headlight-damage,severe,534.15
Renault,Captur,2021,roof-dent,severe,1326.99
Mercedes,GLC,2019,sidemirror-damage,light,295.37
Renault,Captur,2019,sidemirror-damage,moderate,233.83
BMW,X5,2025,runningboard-dent,severe,1017.41
Hyundai,Tucson,2018,front-bumper-dent,moderate,693.0
BMW,Serie 3,2024,rear-bumper-dent,severe,1651.91
Peugeot,3008,2026,quarterpanel-dent,moderate,579.15
Hyundai,i30,2022,rear-bumper-dent,moderate,629.64
Renault,Megane,2016,runningboard-dent,severe,608.39
Toyota,Yaris,2017,roof-dent,light,589.92
Ford,Fiesta,2019,doorouter-dent,severe,1263.51
Peugeot,208,2025,bonnet-dent,severe,1017.41
Volkswagen,Golf,2022,headlight-damage,moderate,346.3
Toyota,Yaris,2024,rear-bumper-dent,light,367.09
BMW,Serie 3,2020,pillar-dent,severe,1456.78
BMW,X5,2025,rear-windscreen-damage,moderate,723.49
Ford,Fiesta,2021,pillar-dent,light,351.2
BMW,X3,2025,fender-dent,severe,1492.2
Toyota,RAV4,2019,bonnet-dent,light,492.28
Kia,Ceed,2023,headlight-damage,light,186.22
Mercedes,Classe C,2026,sidemirror-damage,severe,668.25
Toyota,Yaris,2025,quarterpanel-dent,light,391.89
BMW,Serie 3,2016,headlight-damage,severe,922.18
BMW,X3,2017,taillight-damage,light,303.39
BMW,X5,2016,pillar-dent,severe,1536.97
Hyundai,i30,2016,runningboard-dent,light,256.16
Volkswagen,Polo,2023,headlight-damage,light,204.84
Kia,Sportage,2025,fender-dent,moderate,552.67
Ford,Focus,2022,headlight-damage,severe,519.45
Toyota,Corolla,2018,pillar-dent,severe,831.6
Audi,A3,2024,quarterpanel-dent,severe,1590.73
Kia,Rio,2023,rear-bumper-dent,moderate,620.73
Volkswagen,Tiguan,2017,doorouter-dent,moderate,865.21
Peugeot,3008,2020,front-bumper-dent,moderate,606.99
BMW,X5,2022,pillar-dent,moderate,944.46
Mercedes,Classe A,2020,rear-bumper-dent,light,776.95
Ford,Fiesta,2016,doorouter-dent,moderate,876.64
Toyota,RAV4,2026,runningboard-dent,severe,556.88
Ford,Fiesta,2016,runningboard-dent,moderate,469.63
Mercedes,Classe C,2023,sidemirror-damage,light,279.33
Mercedes,Classe C,2024,pillar-dent,severe,1529.55
Audi,A4,2024,front-bumper-dent,severe,1529.55
BMW,Serie 3,2026,headlight-damage,moderate,534.6
Ford,Fiesta,2023,quarterpanel-dent,light,443.82
Volkswagen,Tiguan,2020,runningboard-dent,moderate,445.13
BMW,X3,2023,front-bumper-dent,moderate,1163.87
Ford,Kuga,2018,doorouter-dent,severe,1280.66
Kia,Ceed,2024,sidemirror-damage,light,137.66
Peugeot,3008,2025,signlight-damage,severe,203.48
Ford,Fiesta,2017,front-windscreen-damage,light,333.72
Mercedes,Classe A,2017,fender-dent,light,741.61
Hyundai,Tucson,2023,signlight-damage,light,93.11
Audi,A3,2018,quarterpanel-dent,moderate,1153.15
Renault,Clio,2016,doorouter-dent,moderate,757.1
BMW,Serie 3,2017,rear-bumper-dent,moderate,1213.54
Ford,Kuga,2016,runningboard-dent,light,281.78
Peugeot,208,2023,front-bumper-dent,light,349.16
Ford,Kuga,2019,taillight-damage,moderate,300.84
Hyundai,i30,2026,sidemirror-damage,light,133.65
Audi,Q5,2018,front-bumper-dent,severe,1663.2
Audi,A3,2025,front-windscreen-damage,severe,1085.24
BMW,Serie 3,2016,roof-dent,light,1075.88
Toyota,Yaris,2022,doorouter-dent,severe,1101.87
BMW,X5,2018,fender-dent,severe,1646.57
Kia,Sportage,2019,pillar-dent,light,328.19
Ford,Fiesta,2024,signlight-damage,moderate,168.25
Ford,Kuga,2018,roof-dent,light,640.33
Hyundai,i30,2026,front-bumper-dent,light,371.25
Ford,Focus,2018,roof-dent,severe,1600.83
Volkswagen,Golf,2017,rear-bumper-dent,light,444.97
Toyota,RAV4,2024,signlight-damage,light,91.77
Audi,A4,2020,front-bumper-dent,severe,1618.65
Peugeot,208,2018,sidemirror-damage,light,134.72
Kia,Ceed,2019,pillar-dent,severe,820.46
Ford,Kuga,2020,front-bumper-dent,severe,1112.82
Toyota,RAV4,2017,doorouter-dent,moderate,786.56
Volkswagen,Tiguan,2016,front-windscreen-damage,moderate,563.56
Renault,Megane,2019,signlight-damage,light,93.53
Mercedes,Classe A,2024,pillar-dent,severe,1529.55
Peugeot,3008,2016,taillight-damage,moderate,256.16
BMW,X3,2025,quarterpanel-dent,light,705.4
Peugeot,208,2022,doorouter-dent,severe,991.68
Ford,Focus,2024,rear-bumper-dent,light,403.8
Volkswagen,Tiguan,2016,rear-windscreen-damage,light,300.56
Hyundai,Tucson,2019,fender-dent,moderate,601.67
Renault,Megane,2020,roof-dent,light,538.2
Toyota,Corolla,2016,roof-dent,light,597.71
Kia,Ceed,2022,fender-dent,severe,865.75
Toyota,RAV4,2023,front-windscreen-damage,moderate,465.55
Renault,Captur,2018,front-bumper-dent,severe,987.53
Renault,Captur,2018,rear-windscreen-damage,moderate,421.34
BMW,X3,2021,signlight-damage,light,172.41
Peugeot,308,2016,taillight-damage,light,153.7
BMW,X3,2016,taillight-damage,moderate,512.32
Kia,Ceed,2016,roof-dent,light,597.71
Audi,A3,2017,front-windscreen-damage,light,485.42
Hyundai,i20,2020,front-windscreen-damage,moderate,485.6
Peugeot,3008,2026,runningboard-dent,light,200.48
Volkswagen,Golf,2025,front-bumper-dent,moderate,690.83
BMW,X3,2017,rear-windscreen-damage,moderate,809.03
Kia,Rio,2023,quarterpanel-dent,severe,1008.69
Peugeot,208,2023,quarterpanel-dent,moderate,605.21
Peugeot,3008,2020,pillar-dent,severe,728.39
Audi,Q5,2020,signlight-damage,severe,388.48
Kia,Ceed,2017,front-windscreen-damage,moderate,505.64
Renault,Captur,2025,rear-bumper-dent,moderate,572.76
BMW,Serie 3,2018,pillar-dent,severe,1496.88
Audi,A4,2024,taillight-damage,light,244.73
Peugeot,3008,2018,front-windscreen-damage,light,269.44
Hyundai,Tucson,2023,rear-windscreen-damage,light,248.29
Hyundai,i20,2020,sidemirror-damage,severe,364.2
Renault,Megane,2017,front-windscreen-damage,moderate,480.36
Ford,Fiesta,2023,front-windscreen-damage,moderate,512.1
Renault,Megane,2016,taillight-damage,light,162.24
Renault,Clio,2026,front-bumper-dent,severe,881.72
Toyota,RAV4,2020,front-windscreen-damage,severe,728.39
Peugeot,208,2025,roof-dent,moderate,791.32
Volkswagen,Tiguan,2019,roof-dent,light,631.76
Peugeot,3008,2025,front-bumper-dent,moderate,565.23
Toyota,Corolla,2024,front-bumper-dent,severe,955.97
Volkswagen,Tiguan,2023,front-bumper-dent,severe,1066.88
Ford,Kuga,2020,headlight-damage,moderate,356.1
Hyundai,Tucson,2019,headlight-damage,light,196.91
Volkswagen,Tiguan,2020,rear-windscreen-damage,light,284.88
Kia,Sportage,2021,doorouter-dent,moderate,744.97
Toyota,RAV4,2020,signlight-damage,moderate,161.87
Volkswagen,Tiguan,2025,front-windscreen-damage,light,298.44
Volkswagen,Tiguan,2026,signlight-damage,moderate,163.35
Mercedes,Classe C,2023,front-windscreen-damage,moderate,931.09
Toyota,Yaris,2016,signlight-damage,moderate,170.77
Kia,Rio,2022,front-windscreen-damage,severe,708.34
BMW,X5,2025,bonnet-dent,moderate,1356.55
BMW,X5,2018,sidemirror-damage,moderate,449.06
Volkswagen,Polo,2018,taillight-damage,severe,457.38
Mercedes,Classe A,2025,fender-dent,light,663.2
Audi,A3,2026,front-windscreen-damage,light,427.68
Kia,Sportage,2025,signlight-damage,light,90.44
Kia,Ceed,2019,front-windscreen-damage,severe,738.42
Volkswagen,Polo,2016,fender-dent,moderate,688.79
Kia,Ceed,2016,doorouter-dent,light,478.17
Peugeot,208,2017,bonnet-dent,moderate,758.46
BMW,X3,2017,taillight-damage,light,303.39
Peugeot,3008,2021,pillar-dent,severe,718.37
Renault,Clio,2026,front-bumper-dent,moderate,587.81
Mercedes,Classe A,2021,doorouter-dent,moderate,1489.95
Peugeot,308,2026,signlight-damage,moderate,133.65
Volkswagen,Tiguan,2016,headlight-damage,moderate,375.7
Toyota,Yaris,2018,runningboard-dent,severe,623.7
Toyota,Corolla,2025,taillight-damage,moderate,251.21
Kia,Ceed,2024,roof-dent,severe,1338.36
Peugeot,208,2022,pillar-dent,severe,708.34
Toyota,RAV4,2018,front-bumper-dent,severe,1039.5
BMW,Serie 3,2019,doorouter-dent,severe,2067.57
Ford,Kuga,2024,quarterpanel-dent,moderate,729.09
Kia,Ceed,2017,pillar-dent,severe,842.74
Toyota,RAV4,2023,fender-dent,severe,853.5
Kia,Sportage,2021,sidemirror-damage,light,143.67
Ford,Fiesta,2019,signlight-damage,light,108.3
Peugeot,208,2023,signlight-damage,severe,209.5
BMW,X3,2019,rear-bumper-dent,severe,1772.2
Renault,Megane,2017,signlight-damage,severe,240.18
Kia,Rio,2021,fender-dent,moderate,585.34
Ford,Focus,2023,roof-dent,moderate,995.75
Audi,Q5,2018,runningboard-dent,severe,997.92
Audi,A4,2026,doorouter-dent,severe,1663.2
Mercedes,GLC,2020,roof-dent,moderate,1888.43
Peugeot,308,2017,rear-windscreen-damage,moderate,404.51
Renault,Captur,2018,doorouter-dent,moderate,737.35
Audi,A3,2023,front-windscreen-damage,light,446.93
BMW,X5,2020,roof-dent,severe,2549.37
Hyundai,Tucson,2017,headlight-damage,light,202.26
Renault,Clio,2018,rear-windscreen-damage,light,252.81
Kia,Ceed,2022,runningboard-dent,moderate,393.52
Peugeot,208,2022,quarterpanel-dent,severe,920.85
Audi,Q5,2020,rear-windscreen-damage,moderate,690.62
Peugeot,3008,2025,doorouter-dent,light,379.83
Toyota,Corolla,2021,rear-bumper-dent,moderate,638.55
Hyundai,Tucson,2022,sidemirror-damage,moderate,236.12
Mercedes,GLC,2018,quarterpanel-dent,severe,2162.16
Kia,Rio,2018,runningboard-dent,light,249.48
Ford,Kuga,2021,fender-dent,severe,965.81
Hyundai,i30,2021,rear-bumper-dent,light,383.13
Kia,Ceed,2025,sidemirror-damage,light,135.65
Audi,A4,2023,signlight-damage,light,148.98
Ford,Kuga,2024,doorouter-dent,severe,1177.75
Renault,Megane,2021,front-bumper-dent,moderate,631.9
Mercedes,Classe A,2016,pillar-dent,severe,1707.75
Audi,A4,2024,sidemirror-damage,severe,550.64
Ford,Fiesta,2017,signlight-damage,moderate,185.4
Mercedes,Classe A,2020,sidemirror-damage,moderate,485.6
Hyundai,i20,2018,sidemirror-damage,moderate,249.48
Ford,Focus,2019,fender-dent,moderate,661.84
Mercedes,Classe A,2019,bonnet-dent,severe,2461.39
Mercedes,Classe A,2025,runningboard-dent,light,452.18
Kia,Ceed,2019,front-windscreen-damage,moderate,492.28
Toyota,Yaris,2019,sidemirror-damage,severe,369.21
Renault,Captur,2023,bonnet-dent,light,442.27
Hyundai,i30,2017,quarterpanel-dent,severe,1095.56
BMW,X5,2022,rear-bumper-dent,moderate,1133.35
BMW,Serie 3,2020,quarterpanel-dent,severe,1893.82
BMW,X5,2017,quarterpanel-dent,light,788.8
BMW,X5,2018,bonnet-dent,moderate,1496.88
Volkswagen,Polo,2026,quarterpanel-dent,severe,1061.77
BMW,X3,2021,runningboard-dent,light,431.02
Renault,Clio,2024,signlight-damage,light,87.18
Kia,Ceed,2026,front-windscreen-damage,severe,668.25
Toyota,Corolla,2018,doorouter-dent,moderate,776.16
Audi,Q5,2019,sidemirror-damage,moderate,393.82
Mercedes,Classe C,2018,quarterpanel-dent,moderate,1441.44
Volkswagen,Golf,2019,fender-dent,light,397.1
Kia,Ceed,2019,front-windscreen-damage,moderate,492.28
BMW,X5,2024,doorouter-dent,light,770.89
Mercedes,Classe A,2022,quarterpanel-dent,moderate,1364.22
Ford,Fiesta,2026,doorouter-dent,light,457.38
Peugeot,308,2024,fender-dent,light,302.85
Volkswagen,Golf,2020,fender-dent,moderate,652.86
Hyundai,Tucson,2022,doorouter-dent,moderate,734.58
Kia,Sportage,2020,rear-windscreen-damage,light,258.98
BMW,X5,2022,rear-bumper-dent,moderate,1133.35
Audi,Q5,2022,rear-windscreen-damage,light,402.97
Hyundai,i30,2026,rear-windscreen-damage,moderate,396.0
Renault,Captur,2018,roof-dent,moderate,921.69
Hyundai,Tucson,2022,fender-dent,light,346.3
Toyota,Yaris,2020,bonnet-dent,light,485.6
Renault,Clio,2024,roof-dent,moderate,847.63
Volkswagen,Tiguan,2021,front-bumper-dent,moderate,731.67
Hyundai,i30,2022,sidemirror-damage,light,141.67
Volkswagen,Polo,2019,signlight-damage,severe,270.75
Toyota,Yaris,2023,front-bumper-dent,light,387.96
Ford,Focus,2024,taillight-damage,severe,420.63
BMW,X3,2025,signlight-damage,light,162.79
Ford,Kuga,2016,quarterpanel-dent,light,488.42
Renault,Clio,2021,runningboard-dent,moderate,379.14
Kia,Rio,2026,front-windscreen-damage,severe,668.25
Audi,A4,2024,taillight-damage,light,244.73
Kia,Sportage,2019,sidemirror-damage,light,147.68
Peugeot,308,2022,taillight-damage,severe,354.17
Audi,A3,2016,pillar-dent,light,546.48
Kia,Rio,2024,front-bumper-dent,moderate,637.31
Toyota,Corolla,2020,sidemirror-damage,light,145.68
Audi,Q5,2019,front-windscreen-damage,moderate,787.64
BMW,X5,2026,front-bumper-dent,light,668.25
Volkswagen,Golf,2017,rear-windscreen-damage,severe,741.61
Renault,Clio,2016,quarterpanel-dent,severe,1054.54
Ford,Focus,2017,quarterpanel-dent,severe,1205.11
Renault,Clio,2025,pillar-dent,moderate,477.3
Peugeot,308,2024,quarterpanel-dent,light,357.91
Volkswagen,Polo,2023,taillight-damage,light,170.7
Volkswagen,Tiguan,2025,rear-bumper-dent,moderate,663.2
Volkswagen,Polo,2017,taillight-damage,moderate,309.0
Kia,Sportage,2023,sidemirror-damage,severe,349.16
Kia,Ceed,2019,front-bumper-dent,light,410.23
Hyundai,Tucson,2022,signlight-damage,severe,236.12
BMW,X5,2019,doorouter-dent,light,827.03
Renault,Clio,2023,signlight-damage,moderate,147.42
